acc_x,acc_y,angle,speed,label,origin
0.0,0.0,0.08072096591319,0.0,normal,sumo
0.1192006061113122,0.0001679354833913,0.08072096591319,0.0119200724409001,normal,sumo
0.1546666519162642,0.0002179017355819,0.08072096591319,0.0273867529820354,normal,sumo
0.1996087521624982,0.0002812183039761,0.08072096591319,0.0473476480079615,normal,sumo
0.2558706711120426,0.000360482771362,0.0807209659135208,0.0729347405124169,normal,sumo
0.3252410215557351,0.0004582150205062,0.08072096591319,0.1054588749457301,normal,sumo
0.4091875523819719,0.0005863961580894,0.0821090519140958,0.1463776722013684,normal,sumo
0.5085000510104721,0.0007286697517103,0.0821035765330813,0.1972277295108012,normal,sumo
0.6228900386729906,0.0008495895383983,0.0781484076810693,0.2595167913178652,normal,sumo
0.7506494842292687,0.0010240722958549,0.0781656223045084,0.3345818095952049,normal,sumo
0.8885100986239568,0.0012382438215015,0.0798483879477039,0.4234329057395133,normal,sumo
1.0318269749355873,0.0014536869187577,0.08072096591319,0.5266157056341849,normal,sumo
1.175117302054684,0.0014520245166008,0.0707970464432401,0.6441275255487567,normal,sumo
1.312838547145477,0.0016257251237279,0.0709509488643296,0.7754114809223371,normal,sumo
1.4401819889590028,0.0023297308884484,0.092685252209641,0.9194298682542305,normal,sumo
1.5536470042137582,0.002752227742972,0.101497231066455,1.0747948124488569,normal,sumo
1.6571535835914784,0.0030545803169315,0.1056114314720046,1.240510452328471,normal,sumo
1.7315098835852838,0.0030519943095162,0.1009905941617252,1.4136617096621322,normal,sumo
1.7956535764967794,0.0027373016132915,0.0873418516040646,1.5932272759493744,normal,sumo
1.8449406007824063,0.0030221450961169,0.093854514413657,1.7777215835519755,normal,sumo
1.8809511947154267,0.0036299446052037,0.1105718469119548,1.965817053284748,normal,sumo
1.9127474438014844,0.0033247681710261,0.0995923391889398,2.1570920866229364,normal,sumo
1.9286328411182212,0.0031032858675337,0.0921922646921067,2.3499556204032475,normal,sumo
1.93590276030527,0.0032846552179865,0.0972139223163976,2.5435461750880632,normal,sumo
1.9355942234146728,0.0030207866485535,0.0894186308058687,2.73710583314904,normal,sumo
1.9284712870141387,0.0042596501338178,0.1265559822437263,2.929953432290363,normal,sumo
1.9202628455648816,0.0034913642308901,0.1041733506473048,3.121980034241268,normal,sumo
1.7906272220100217,0.0030883897747655,0.0988209728674778,3.301043022777557,normal,sumo
1.6873798794553323,0.0017382463450939,0.0590229534622264,3.469781100255376,normal,sumo
1.7504496560016791,0.0014824247405452,0.0485227669827642,3.644826128627493,normal,sumo
1.794920346308334,0.0017553923739755,0.0560339864439936,3.82431824909505,normal,sumo
1.7316881193627918,-0.0008302788045187,359.9725288479254,3.997487080935689,normal,sumo
1.62034969267386,-0.0003795834026786,359.9865778809061,4.1595220546491385,normal,sumo
1.3624309839082651,0.0012399053170569,0.0521430611088213,4.295765209459883,normal,sumo
1.2745671667804537,0.0010406060571295,0.0467784856818111,4.423221968617478,normal,sumo
1.2144413014144118,0.0007405781536817,0.0349395209932642,4.544666121339506,normal,sumo
1.2649585468416673,0.0005947707848642,0.0269398972197116,4.671161990006434,normal,sumo
1.1735131622091144,0.0011202113890352,0.0546933492746646,4.788513359693864,normal,sumo
1.060373816662565,-0.0001510309544007,359.99183925888354,4.894550742435701,normal,sumo
0.932519676226823,-0.0009489444139824,359.94169507353865,4.987802758341293,normal,sumo
0.8895584325323997,-0.0007565123381847,359.95127362959784,5.076758633762786,normal,sumo
0.9158101729948104,-0.000616227832188,359.9614469791717,5.168339671794549,normal,sumo
0.7466592438412026,-0.0006767272937141,359.948070545548,5.243005626845921,normal,sumo
0.5318981816477715,-0.0005919278014793,359.936237889185,5.296195477947304,normal,sumo
0.5217989305064797,-0.001369491600758,359.84962424403494,5.348375550713155,normal,sumo
0.2427192273304672,-0.0005807286164232,359.86291471162536,5.372647542918498,normal,sumo
0.2168582918949434,-0.0001309637700622,359.9653982777606,5.394333376062535,normal,sumo
0.097287429878668,9.883441625152352e-05,0.0582068308393933,5.404062124070701,normal,sumo
-0.1607124576168908,-0.0001415105794329,0.0504500832280248,5.387990872078866,normal,sumo
-0.4187124324967741,-0.000270571632968,0.0370244809182371,5.346119620087031,normal,sumo
-0.6767111448886257,-0.0013641839214441,0.1155025683987903,5.278448368095196,normal,sumo
-0.4546252788913144,-0.0007553856810167,0.0952000990868567,5.232985777450301,normal,sumo
-0.5589880862759283,-0.0010064141686919,0.1031564418250536,5.177086878224296,normal,sumo
-0.5309344917371036,-0.0007449188512132,0.0803878424039633,5.123993376793308,normal,sumo
-0.5759497670160529,-0.0007486907000766,0.0744800945662112,5.066398351429688,normal,sumo
-0.7358143852458359,-0.0012462088013437,0.0970386525049519,4.9928168073733765,normal,sumo
-0.1422482143899703,-0.0003440609095763,0.1385831073953589,4.978591944324811,normal,sumo
-0.2830214623212218,-0.0008208174596995,0.1661684734070306,4.9502896790664,normal,sumo
-0.3743870575279984,-0.0014753964177343,0.2257918604304421,4.912850682600274,normal,sumo
-0.6639760871556685,-0.0023259443240927,0.2007094089862463,4.846452666490487,normal,sumo
-0.8545037337645071,-0.0036989725372109,0.2480202049150646,4.761001492512869,normal,sumo
-0.9151505083722724,-0.0032041576637664,0.2006052110415718,4.669485880751795,normal,sumo
-1.0064232482423363,-0.0016447232061473,0.093634178714146,4.568843421535166,normal,sumo
-1.125637361576061,-0.0017090936359035,0.0869940712910684,4.456279555628874,normal,sumo
-1.2796372591765102,-0.0016940578839491,0.075851425551526,4.328315717576677,normal,sumo
-1.3627505247561231,-0.0008881731913156,0.0373425415797967,4.1920406361577065,normal,sumo
-0.962616795342564,-0.0008281789935173,0.0492939137691619,4.095778920997627,normal,sumo
-1.1564033171576895,-0.0005649060390624,0.0279891356284549,3.980138575483955,normal,sumo
-1.170599089478034,0.0001415584734799,359.9930713229507,3.863078665680231,normal,sumo
-0.9434385406347916,-0.0001211998636818,0.0073605649220751,3.768734810838248,normal,sumo
-1.2200087725134507,-0.0014718488612965,0.0691230168340282,3.6467338448031854,normal,sumo
-1.0914778818250763,-0.0006825236579316,0.0358282293863893,3.537586035280873,normal,sumo
-0.9343073016921928,-0.0002115933383309,0.0129758217989138,3.444155302715668,normal,sumo
-0.9076369455893863,1.3308932311497755e-05,359.99915985609124,3.353391608146972,normal,sumo
-1.0714467652160509,0.0009086878019518,359.9514077925712,3.24624689309273,normal,sumo
-1.2298047600404605,0.0014960964887485,359.9302979017094,3.1232663260862767,normal,sumo
-1.3237552788649676,0.0025747754987044,359.8885567554772,2.990890547796148,normal,sumo
-1.3349271713178676,0.0021331749395767,359.9084430824428,2.8573976602268827,normal,sumo
-1.3564424544680267,0.0017373638148926,359.92661424057457,2.721753303517277,normal,sumo
-0.8404428072059138,0.0011301721032099,359.9229524578587,2.637708946807672,normal,sumo
-0.3244430502685543,0.0005791048674843,359.89773172968825,2.6052645900980664,normal,sumo
0.1915561122922303,-0.0003504716408198,359.8951715859569,2.624420233388461,normal,sumo
0.449555474646531,-0.0009282136888564,359.881699469182,2.669375876678856,normal,sumo
0.7075557858132302,-0.0009569252718606,359.9225110626496,2.74013151996925,normal,sumo
0.9655557425851498,-0.0011545921466962,359.9314868913141,2.8366871632596444,normal,sumo
1.2235558427125783,-0.0012017755727484,359.9437241491607,2.9590428065500385,normal,sumo
1.4815554447726602,-0.0017111234696528,359.933826229865,3.1071984498404324,normal,sumo
1.7395545216577868,-0.0025786503093411,359.915066949896,3.281154093130826,normal,sumo
1.997550999262228,-0.0046591825858939,359.8663608517865,3.48090973642122,normal,sumo
2.255553621246353,-0.0035614178049338,359.90953261416274,3.706465379711613,normal,sumo
2.212264287812556,-0.0051493682038128,359.8666359466933,3.9276924077873816,normal,sumo
2.2751659265318325,-0.0051769751966756,359.8696278306411,4.155209589431398,normal,sumo
2.091297651907557,0.0042562907365106,0.1166104493280767,4.36433978775017,normal,sumo
1.8258668426681712,0.0335949421049608,1.0540917783320891,4.546957375821256,normal,sumo
1.3961991340198234,0.0468195702615637,1.9206135223108056,4.686655768582131,normal,sumo
1.2298783921591274,0.0623318381027652,2.901342274971088,4.809801459434113,normal,sumo
1.1257359975404968,0.0769315544199957,3.909451855563348,4.92263762385953,normal,sumo
0.7841704554254866,0.0663044382520589,4.833068829647548,5.00133448413325,normal,sumo
0.587677739299013,0.0603039291590747,5.858839405530932,5.060410849046777,normal,sumo
0.4500917103258118,0.0536162365028957,6.793228384002082,5.1057382412639285,normal,sumo
0.1931756409125887,0.028549543573525,8.40692186337546,5.12526563348108,normal,sumo
-0.0613856509250408,-0.0128981665462503,11.866197405160454,5.118993025698231,normal,sumo
-0.0615408083542932,-0.0169238890138224,15.376395552221572,5.112610479879945,normal,sumo
-0.0599556647355234,-0.0194931701771391,18.010712313901614,5.106305985120304,normal,sumo
-0.3006033245613989,-0.112727546056029,20.55626234466666,5.074201490360664,normal,sumo
-0.5326632573250061,-0.2270746697296803,23.08858093851044,5.016296995601023,normal,sumo
-0.0400713317701376,-0.0192934144290422,25.70973351976652,5.011849583465676,normal,sumo
0.1384493324104089,0.0800649098121841,30.040689722048533,5.027842896889767,normal,sumo
0.1065212030341724,0.0754836068411681,35.322346800777055,5.0408983714493525,normal,sumo
0.1281114608237416,0.1103208250346358,40.73278021190166,5.057804947338845,normal,sumo
0.1255544850036319,0.1257626121638525,45.04744923959004,5.0755757557962005,normal,sumo
0.2924899943106628,0.3229413850699681,47.83267065922129,5.1191465642535565,normal,sumo
0.1289899147009154,0.1576940856445775,50.71767133070838,5.139519542126668,normal,sumo
-0.0131076953170172,-0.0177121589851039,53.49710062588909,5.137316062486559,normal,sumo
-0.0682538408965498,-0.1088907651715301,57.92009510978109,5.124464686864949,normal,sumo
0.0075520408581105,0.0148060003931672,62.97540688974829,5.126126766793126,normal,sumo
0.1033253673095601,0.2544414507671788,67.89856796839646,5.153588846721304,normal,sumo
0.0986297863084237,0.2753005542049193,70.28931667660825,5.18283234683548,normal,sumo
0.0661376161329943,0.2100668644123823,72.5238720351439,5.204855578158745,normal,sumo
-0.0099437039396031,-0.0364351604321723,74.73486732077065,5.20107880948201,normal,sumo
-0.0522260534586953,-0.2233482130577275,76.83886154161763,5.178141506908266,normal,sumo
-0.0503869047805694,-0.2574433928646,78.92603660781147,5.151908714319027,normal,sumo
-0.0334858157320189,-0.217097971798282,81.23163406967286,5.129942187690047,normal,sumo
-0.0503750174804859,-0.4750015412959665,83.946277340295,5.082175661061068,normal,sumo
0.0034958970332872,0.0373820687701351,84.65735094690419,5.085930178821849,normal,sumo
0.0241766626579582,0.2945546485628099,85.30775511562517,5.115484696582631,normal,sumo
0.0380029212186768,0.5522391163542489,86.06333648252897,5.170839214343413,normal,sumo
0.0455330596850328,0.8102668176435674,86.7836382738834,5.251993732104196,normal,sumo
0.0418799090695121,0.9499702416771696,87.47572164573108,5.34708302628897,normal,sumo
0.0284614474738545,0.9466245726094064,88.27784979030871,5.441788260329135,normal,sumo
0.015778871346563,0.9012385096156986,88.99696876355274,5.53192592304541,normal,sumo
0.005784784057448,1.1383525455737662,89.70884164122087,5.64576264742471,normal,sumo
0.0022713719042944,1.3963653964517062,89.90680096386585,5.78539937180401,normal,sumo
-0.0003817097944661,1.435648261629996,90.01523378691765,5.928964203041454,normal,sumo
-0.0004690622980765,1.3277644307891232,90.0202410068136,6.061740654405701,normal,sumo
0.0012897656454635,1.3923353468701547,89.94692506580759,6.200974248830303,normal,sumo
0.0021042869119655,1.491352656472349,89.91915615773036,6.350109662934081,normal,sumo
0.0012512145519059,1.2877487240931924,89.94432975223462,6.478884596129229,normal,sumo
0.001582751266089,1.2021245744353688,89.92456279732288,6.599097157767479,normal,sumo
0.0012773664001877,1.0371905292652597,89.92943662272738,6.702816289351891,normal,sumo
0.0015637581613623,0.9088071664791544,89.90141290946332,6.793697140535375,normal,sumo
0.0010306036079397,1.0308829783515534,89.94271976678874,6.896785489886733,normal,sumo
0.0008147636965721,0.8658350418988592,89.9460838322824,6.983369032411851,normal,sumo
