timestamp,x_pos,y_pos,speed,acc,angle,acc_diff,gyro_z
11200.100000023214,158.08718512256974,287.51,0.0,0.0,0.08072096591319006,0.0,0.0
11200.200000023215,158.08718722150886,287.5114898269805,0.014898269804686396,0.14898269804686395,0.08072096591319006,1.4898269804686395,0.0
11200.300000023215,158.0871931978886,287.51573186133004,0.04242034349551014,0.2752207369082374,0.08072096591319006,1.2623803886137344,0.0
11200.400000023215,158.08720603739374,287.5248453420711,0.09113480741045266,0.48714463914942513,0.08072096591319006,2.119239022411877,0.0
11200.500000023216,158.08723022708813,287.54201518714444,0.17169845073340056,0.8056364332294791,0.08072096591319006,3.1849179408005392,0.0
11200.600000023216,158.08727150120686,287.57131155661745,0.2929636947304289,1.2126524399702832,0.08072096591319006,4.0701600674080405,0.0
11200.700000023216,158.08733584092988,287.61697989203117,0.45668335413681815,1.6371965940638926,0.08072096591319006,4.245441540936095,0.0
11200.800000023217,158.08742829523305,287.6826039564157,0.656240643845312,1.9955728970849385,0.08072096591319006,3.5837630302104584,0.0
11200.900000023217,158.08755241325613,287.7707029291906,0.880989727749009,2.2474908390369697,0.08072096591352083,2.519179419520312,5.773159728050814e-14
11201.000000023218,158.08771037212964,287.8828221376172,1.1211920842662009,2.402023565171919,0.08072096591319006,1.5453272613494917,-5.773159728050814e-14
11201.100000023218,158.0879035230024,288.0199206271111,1.3709848949389016,2.4979281067270076,0.08072096591319006,0.9590454155508876,0.0
11201.200000023218,158.08813245745202,288.1824182994407,1.624976723296299,2.539918283573974,0.08072096591319006,0.419901768469666,0.0
11201.300000023219,158.08839734987072,288.37043893823704,1.880206387963446,2.5522966466714703,0.08072096591319006,0.1237836309749607,0.0
11201.400000023219,158.08869828873287,288.5840453425766,2.1360640433953817,2.558576554319356,0.08072096591352083,0.06279907647885885,5.773159728050814e-14
11201.50000002322,158.08903534936871,288.82329098191616,2.392456393395589,2.5639235000020744,0.08072096591319006,0.05346945682718207,-5.773159728050814e-14
11201.60000002322,158.08940837904626,289.08806744702423,2.6477646510809434,2.5530825768535426,0.08072096591319006,0.108409231485318,0.0
11201.70000002322,158.08981719867734,289.378247621159,2.9018017413473194,2.54037090266376,0.08072096591352083,0.12711674189782585,5.773159728050814e-14
11201.80000002322,158.09026158425863,289.693672506767,3.1542488560797195,2.524471147324001,0.08072096591319006,0.15899755339758848,-5.773159728050814e-14
11201.90000002322,158.09074172005518,290.0344728951679,3.408003884009458,2.5375502792973847,0.08072096591319006,0.13079131973383618,0.0
11202.000000023221,158.09125733916247,290.4004593375184,3.6598644235049025,2.518605394954445,0.08072096591319006,0.18944884342939616,0.0
11202.100000023222,158.09180818371107,290.79144879811,3.9098946059162096,2.5003018241130714,0.08072096591319006,0.18303570841373684,0.0
11202.200000023222,158.09239299522352,291.2065480096484,4.1509921153838025,2.410975094675929,0.08072096591319006,0.8932672943714248,0.0
11202.300000023222,158.09301107389473,291.64526025046905,4.387122408206424,2.3613029282262143,0.08072096591319006,0.49672166449714616,0.0
11202.400000023223,158.0936623767655,292.10755502815033,4.622947776813023,2.3582536860659875,0.08072096591319006,0.030492421602268394,0.0
11202.500000023223,158.09434596419263,292.59276538391805,4.852103557677349,2.2915578086432653,0.08072096591319006,0.666958774227222,0.0
11202.600000023223,158.09506129647534,293.10050823819324,5.077428542751524,2.2532498507417476,0.08072096591319006,0.38307957901517753,0.0
11202.700000023224,158.09580747894086,293.63014855220695,5.296403140137186,2.1897459738566205,0.08072096591352083,0.6350387688512704,5.773159728050814e-14
11202.800000023224,158.0965834617313,294.18094113688926,5.5079258468231425,2.115227066859564,0.08072096591319006,0.7451890699705643,-5.773159728050814e-14
11202.900000023224,158.09738792878306,294.75195185021727,5.710107133279922,2.0218128645677957,0.08072096591319006,0.9341420229176833,0.0
11203.000000023225,158.09821999754485,295.34255425732806,5.906024071108075,1.9591693782815334,0.08072096591319006,0.6264348628626237,0.0
11203.100000023225,158.0990781653448,295.95168176173166,6.091275044036049,1.8525097292797366,0.08072096591319006,1.066596490017968,0.0
11203.200000023226,158.09996084716286,296.5782093161954,6.265275544637467,1.7400050060141758,0.08072096591319006,1.1250472326556071,0.0
11203.300000023226,158.10086586745382,297.22059271871217,6.423834025167443,1.58558480529976,0.08072096591319006,1.5442020071441576,0.0
11203.400000023226,158.10179056594933,297.8769437108337,6.563509921215554,1.396758960481117,0.08072096591319006,1.8882584481864306,0.0
11203.500000023227,158.10273264192227,298.5456292364211,6.68685525587429,1.2334533465873587,0.08072096591319006,1.633056138937583,0.0
11203.600000023227,158.10368948675793,299.2247977007817,6.7916846436060965,1.0482938773180628,0.08072096591319006,1.8515946926929594,0.0
11203.700000023227,158.1046597365026,299.9134809695487,6.886832687669369,0.9514804406327215,0.08072096591319006,0.9681343668534126,0.0
11203.800000023228,158.1056406147379,300.60970834095536,6.962273714067124,0.7544102639775563,0.08072096591319006,1.9707017665516524,0.0
11203.900000023228,158.10662974810398,301.3117952041955,7.020868632401144,0.5859491833401975,0.08072096591352083,1.6846108063735876,5.773159728050814e-14
11204.000000023228,158.10762433277557,302.0177514040957,7.059561999001747,0.3869336660060263,0.08072096591319006,1.9901551733417122,-5.773159728050814e-14
11204.100000023229,158.10862060473627,302.72490524180085,7.07153837705167,0.11976378049923575,0.08072096591319006,2.6716988550679055,0.0
11204.20000002323,158.10961693768522,303.4321023689653,7.071971271644057,0.004328945923868233,0.08072096591319006,1.1543483457536752,0.0
11204.30000002323,158.11060962948585,304.1367150090551,7.046126400898131,-0.2584487074592623,0.08072096591319006,2.6277765338313053,0.0
11204.40000002323,158.11159366714017,304.8351849360877,6.984699270326674,-0.6142713057145688,0.08072096591319006,3.558225982553065,0.0
11204.50000002323,158.1125634288273,305.5235217816039,6.883368455161659,-1.0133081516501452,0.08072096591319006,3.9903684593557642,0.0
11204.60000002323,158.11351068506522,306.1958842593035,6.723624776996485,-1.5974367816517443,0.08072096591319006,5.841286300015991,0.0
11204.700000023231,158.1144404686574,306.8558446530102,6.599603937066616,-1.2402083992986856,0.08072096591352083,3.5722838235305865,5.773159728050814e-14
11204.800000023231,158.1153462377174,307.49875953181703,6.429148788068491,-1.7045514899812542,0.08072096591319006,4.643430906825685,-5.773159728050814e-14
11204.900000023232,158.11622677128128,308.1237622554579,6.250027236408842,-1.7912155165964894,0.08072096591319006,0.866640266152352,0.0
11205.000000023232,158.11707487930957,308.72574933393565,6.019870784777466,-2.301564516313759,0.08072096591319006,5.103489997172694,0.0
11205.100000023232,158.11788507278976,309.3008246661712,5.750753322355173,-2.6911746242229295,0.08072096591319006,3.896101079091707,0.0
11205.200000023233,158.1186660079904,309.8551324716018,5.543078054305859,-2.0767526804931435,0.08072096591319006,6.14421943729786,0.0
11205.300000023233,158.11941459812584,310.3864817497257,5.313492781239279,-2.2958527306658016,0.08072096591319006,2.191000501726581,0.0
11205.400000023234,158.1201301762333,310.8943990903933,5.079173406675915,-2.343193745633636,0.08072096591319006,0.47341014967834383,0.0
11205.500000023234,158.12080998487895,311.37692726707917,4.825281766858499,-2.5389163981741625,0.08072096591319006,1.9572265254052645,0.0
11205.600000023234,158.12144986027977,311.83111082658,4.5418355950086795,-2.8344617184981935,0.08072096591319006,2.9554532032403102,0.0
11205.700000023235,158.12206029292062,312.2643959150517,4.33285088471681,-2.0898471029186982,0.08072096591352083,7.446146155794953,5.773159728050814e-14
11205.800000023235,158.12264038328775,312.6761440576483,4.117481425966051,-2.153694587507591,0.08072096591319006,0.6384748458889256,-5.773159728050814e-14
11205.900000023235,158.12318678684284,313.0639813010546,3.8783724340631403,-2.3910899190291035,0.08072096591319006,2.373953315215127,0.0
11206.000000023236,158.1236958262565,313.4252974768624,3.6131617580779447,-2.6521067598519554,0.08072096591319006,2.6101684082285193,0.0
11206.100000023236,158.12416476954053,313.7581534198757,3.3285594301332404,-2.846023279447043,0.08072096591319006,1.939165195950876,0.0
11206.200000023236,158.12460206978034,314.0685491300946,3.103957102188536,-2.2460232794470425,0.08072096591319006,6.000000000000005,0.0
11206.300000023237,158.12501618006132,314.362484607519,2.939354774243832,-1.646023279447042,0.08072096591352083,6.000000000000005,5.773159728050814e-14
11206.400000023237,158.1254155534688,314.64595985214885,2.834752446299128,-1.0460232794470414,0.08072096591352083,6.000000000000005,0.0
11206.500000023238,158.12580864308816,314.9249748639843,2.7901501183544237,-0.4460232794470409,0.08072096591319006,6.000000000000005,-5.773159728050814e-14
11206.600000023238,158.12620390200482,315.2055296430253,2.8055477904097197,0.15397672055295963,0.08072096591319006,6.000000000000005,0.0
11206.700000023238,158.12660555676143,315.4906241892718,2.8509454624650155,0.4539767205529577,0.08072096591319006,2.9999999999999805,0.0
11206.800000023239,158.1270178339007,315.7832585027238,2.926343134520311,0.7539767205529557,0.08072096591319006,2.9999999999999805,0.0
11206.900000023239,158.12744495996532,316.0864325833814,3.0317408065756064,1.0539767205529538,0.08072096591319006,2.9999999999999805,0.0
11207.00000002324,158.12789116149796,316.40314643124447,3.1671384786309016,1.3539767205529518,0.08072096591352083,2.9999999999999805,5.773159728050814e-14
11207.10000002324,158.1283606650413,316.73640004631307,3.332536150686197,1.6539767205529543,0.08072096591319006,3.000000000000025,-5.773159728050814e-14
11207.20000002324,158.12885769713805,317.08919342858724,3.5279338227414927,1.9539767205529568,0.08072096591319006,3.000000000000025,0.0
11207.30000002324,158.12938514588635,317.46357655012395,3.7438312153668023,2.158973926253096,0.08072096591352083,2.0499720570013924,5.773159728050814e-14
11207.40000002324,158.12994218676104,317.8589641629917,3.953876128677739,2.1004491331093655,0.08072096591319006,0.5852479314373049,-5.773159728050814e-14
11207.500000023241,158.19074251425883,318.26927592001795,4.1555172159786276,2.016410873008887,0.7714946393028081,0.8403826010047855,0.12056274986744775
